artist_id,dominant_genre,avg_popularity,playlist_reach,avg_danceability,avg_energy,avg_valence,creative_format,hook_type,cta_type,visual_style,placement,engagement_score,relevance_grade
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,static_image,lyric_snippet,add_to_playlist,minimal_clean,instagram_story,0.7204768687836495,0
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,carousel,mood_based,try_free,vibrant_colorful,instagram_story,0.2845564679841479,0
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,story_ad,genre_tag,follow_artist,minimal_clean,instagram_story,1.380782185584989,4
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,static_image,mood_based,try_free,dark_moody,youtube_preroll,1.018258049109908,2
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,static_image,mood_based,try_free,minimal_clean,youtube_preroll,0.8586272955174686,1
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,static_image,mood_based,listen_now,dark_moody,instagram_story,1.10525412361621,3
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,static_image,mood_based,listen_now,retro_grain,instagram_feed,0.9022720234342737,2
DaBaby,rap,87.85714285714286,8,0.7962857142857143,0.7191428571428571,0.7607857142857143,video,mood_based,follow_artist,dark_moody,display_banner,1.3658785752702358,4
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,carousel,artist_story,try_free,minimal_clean,youtube_preroll,0.7947176163535119,2
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,carousel,mood_based,listen_now,minimal_clean,youtube_preroll,0.7643489469087743,0
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,story_ad,mood_based,listen_now,dark_moody,instagram_story,1.8812023534274596,4
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,carousel,artist_story,try_free,vibrant_colorful,youtube_preroll,0.7919159965076591,1
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,carousel,artist_story,listen_now,vibrant_colorful,tiktok,0.7765190292134749,0
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,carousel,artist_story,try_free,minimal_clean,instagram_feed,1.275003299037754,3
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,static_image,artist_story,try_free,retro_grain,display_banner,0.9312615319707594,2
Kina,latin,85.4,3,0.5124000000000001,0.1708,0.1101999999999999,story_ad,trending_challenge,follow_artist,vibrant_colorful,tiktok,1.385095759580131,4
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,carousel,lyric_snippet,try_free,retro_grain,tiktok,1.794819400670396,4
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,static_image,artist_story,add_to_playlist,vibrant_colorful,display_banner,0.9498478796890251,0
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,video,mood_based,follow_artist,dark_moody,instagram_feed,1.5420486724768556,2
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,static_image,lyric_snippet,add_to_playlist,dark_moody,display_banner,1.190038710662222,1
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,story_ad,trending_challenge,try_free,minimal_clean,tiktok,1.7177197656262333,4
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,video,lyric_snippet,listen_now,vibrant_colorful,youtube_preroll,1.6826567419569052,3
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,carousel,mood_based,follow_artist,vibrant_colorful,tiktok,0.5576017825114135,0
JACKBOYS,rap,85.16666666666667,4,0.7863333333333333,0.6081666666666666,0.4224999999999999,static_image,lyric_snippet,try_free,vibrant_colorful,youtube_preroll,1.5883053285224946,2
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,carousel,mood_based,try_free,vibrant_colorful,youtube_preroll,0.8313042951096167,1
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,video,trending_challenge,try_free,dark_moody,tiktok,2.0364334654855494,4
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,static_image,genre_tag,follow_artist,retro_grain,instagram_feed,1.747400501094412,4
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,static_image,mood_based,add_to_playlist,vibrant_colorful,instagram_story,0.618889967637139,0
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,carousel,genre_tag,listen_now,dark_moody,youtube_preroll,0.26602612832016065,0
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,story_ad,mood_based,try_free,minimal_clean,tiktok,1.6072740357303423,2
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,static_image,trending_challenge,listen_now,minimal_clean,instagram_story,1.1255985077872943,2
YNW Melly,rap,84.6,9,0.7807999999999999,0.4824666666666666,0.4519333333333333,static_image,trending_challenge,try_free,dark_moody,tiktok,1.6382344088581964,3
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,static_image,artist_story,try_free,minimal_clean,youtube_preroll,1.0219679260664818,2
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,video,artist_story,add_to_playlist,retro_grain,display_banner,1.036149786305552,2
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,video,lyric_snippet,try_free,vibrant_colorful,instagram_feed,0.47428716747380395,0
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,video,lyric_snippet,follow_artist,minimal_clean,instagram_feed,0.6791394134566062,0
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,static_image,artist_story,add_to_playlist,dark_moody,tiktok,0.8772312313525878,1
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,static_image,mood_based,follow_artist,dark_moody,instagram_feed,1.8133069555524717,3
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,carousel,mood_based,add_to_playlist,vibrant_colorful,instagram_feed,2.434678901261304,4
Tainy,latin,84.0,6,0.7061666666666667,0.7893333333333333,0.5998333333333333,video,artist_story,add_to_playlist,dark_moody,instagram_feed,2.447388109703298,4
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,static_image,genre_tag,follow_artist,vibrant_colorful,instagram_story,0.6195917201602458,2
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,carousel,mood_based,follow_artist,minimal_clean,tiktok,1.4626387229020588,4
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,video,artist_story,try_free,retro_grain,instagram_story,1.7536194743980242,4
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,static_image,mood_based,listen_now,minimal_clean,youtube_preroll,0.6115619423802094,1
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,story_ad,mood_based,try_free,minimal_clean,tiktok,0.5169034302760039,0
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,carousel,artist_story,follow_artist,dark_moody,youtube_preroll,0.42934029393065853,0
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,carousel,trending_challenge,listen_now,retro_grain,tiktok,1.1641090599646202,3
Lewis Capaldi,pop,83.71428571428571,11,0.5448095238095239,0.547952380952381,0.3461904761904762,story_ad,artist_story,add_to_playlist,retro_grain,instagram_feed,0.8587454711793748,2
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,story_ad,genre_tag,listen_now,vibrant_colorful,instagram_story,1.270932244349026,2
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,story_ad,artist_story,add_to_playlist,retro_grain,tiktok,1.8178763916813552,4
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,video,lyric_snippet,try_free,minimal_clean,tiktok,1.4342390198608381,3
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,carousel,mood_based,listen_now,minimal_clean,tiktok,1.4597641057934099,4
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,static_image,trending_challenge,add_to_playlist,dark_moody,youtube_preroll,1.3137841847476384,2
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,static_image,lyric_snippet,listen_now,dark_moody,tiktok,0.6700691960538594,0
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,static_image,trending_challenge,listen_now,retro_grain,youtube_preroll,1.1222131132390547,1
MEDUZA,edm,83.625,12,0.6649375,0.670375,0.5040625,story_ad,artist_story,listen_now,vibrant_colorful,instagram_feed,0.8459017870567742,0
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,video,genre_tag,follow_artist,minimal_clean,instagram_story,0.9769097902875898,0
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,carousel,artist_story,add_to_playlist,retro_grain,instagram_feed,1.9589187998581816,4
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,static_image,genre_tag,add_to_playlist,minimal_clean,instagram_feed,1.9179978208051083,4
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,video,artist_story,listen_now,dark_moody,tiktok,1.6290191626507724,3
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,carousel,lyric_snippet,listen_now,minimal_clean,instagram_feed,1.3453797831618552,0
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,carousel,genre_tag,follow_artist,retro_grain,tiktok,1.628126956563987,2
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,video,artist_story,add_to_playlist,vibrant_colorful,youtube_preroll,1.623237434344763,2
Harry Styles,r&b,83.5925925925926,13,0.5996296296296296,0.6994074074074074,0.444674074074074,story_ad,trending_challenge,listen_now,minimal_clean,instagram_feed,1.4213872334352335,1
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,carousel,genre_tag,try_free,retro_grain,youtube_preroll,0.6460820012199653,0
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,story_ad,artist_story,add_to_playlist,retro_grain,instagram_feed,0.6416253996094129,0
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,story_ad,artist_story,follow_artist,minimal_clean,youtube_preroll,1.3337496157496047,4
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,video,genre_tag,try_free,vibrant_colorful,youtube_preroll,0.9666802528527195,2
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,video,lyric_snippet,listen_now,retro_grain,instagram_story,1.0419477181155028,3
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,video,genre_tag,add_to_playlist,minimal_clean,instagram_story,0.9707032538035041,2
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,video,trending_challenge,follow_artist,vibrant_colorful,instagram_feed,0.896161105099055,1
Billie Eilish,r&b,83.5813953488372,21,0.6657441860465116,0.3284674418604651,0.3435,carousel,lyric_snippet,add_to_playlist,vibrant_colorful,instagram_feed,2.1776193957307073,4
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,story_ad,trending_challenge,listen_now,vibrant_colorful,youtube_preroll,1.3090444516846347,2
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,static_image,mood_based,follow_artist,minimal_clean,display_banner,1.471556144060206,3
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,carousel,genre_tag,add_to_playlist,vibrant_colorful,instagram_feed,0.4625232770171963,0
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,video,lyric_snippet,add_to_playlist,minimal_clean,instagram_feed,1.6731841716674878,4
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,video,genre_tag,listen_now,vibrant_colorful,youtube_preroll,1.3415237549998897,2
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,carousel,genre_tag,follow_artist,minimal_clean,display_banner,0.7119471075371175,0
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,video,lyric_snippet,listen_now,minimal_clean,display_banner,2.110641021387072,4
Internet Money,rap,83.0,3,0.63,0.6709999999999999,0.333,static_image,artist_story,add_to_playlist,dark_moody,tiktok,0.9015519466517667,1
Baby Keem,rap,83.0,3,0.83,0.564,0.107,static_image,genre_tag,listen_now,minimal_clean,instagram_story,0.7688027485625072,1
Baby Keem,rap,83.0,3,0.83,0.564,0.107,story_ad,trending_challenge,try_free,dark_moody,youtube_preroll,2.598963316890264,4
Baby Keem,rap,83.0,3,0.83,0.564,0.107,story_ad,artist_story,listen_now,retro_grain,tiktok,2.3106800750767515,4
Baby Keem,rap,83.0,3,0.83,0.564,0.107,video,genre_tag,listen_now,retro_grain,display_banner,0.7821404922485309,2
Baby Keem,rap,83.0,3,0.83,0.564,0.107,carousel,trending_challenge,follow_artist,retro_grain,youtube_preroll,0.8367774873028707,2
Baby Keem,rap,83.0,3,0.83,0.564,0.107,carousel,mood_based,try_free,retro_grain,display_banner,0.20755109917334846,0
Baby Keem,rap,83.0,3,0.83,0.564,0.107,carousel,genre_tag,add_to_playlist,retro_grain,tiktok,0.400281843716431,0
Baby Keem,rap,83.0,3,0.83,0.564,0.107,story_ad,trending_challenge,try_free,minimal_clean,youtube_preroll,1.6081222516156533,3
Dayvi,edm,83.0,2,0.745,0.972,0.556,video,lyric_snippet,follow_artist,dark_moody,youtube_preroll,2.723768882266478,4
Dayvi,edm,83.0,2,0.745,0.972,0.556,carousel,trending_challenge,listen_now,dark_moody,instagram_feed,1.2905522576852668,3
Dayvi,edm,83.0,2,0.745,0.972,0.556,story_ad,mood_based,add_to_playlist,dark_moody,display_banner,1.0342126498245854,2
Dayvi,edm,83.0,2,0.745,0.972,0.556,story_ad,genre_tag,follow_artist,minimal_clean,display_banner,1.0863818505863494,2
Dayvi,edm,83.0,2,0.745,0.972,0.556,carousel,genre_tag,try_free,dark_moody,instagram_feed,0.3378222238895159,1
Dayvi,edm,83.0,2,0.745,0.972,0.556,carousel,genre_tag,add_to_playlist,retro_grain,display_banner,0.2686296395740543,0
Dayvi,edm,83.0,2,0.745,0.972,0.556,video,lyric_snippet,try_free,minimal_clean,display_banner,2.286961200412734,4
Dayvi,edm,83.0,2,0.745,0.972,0.556,static_image,artist_story,try_free,retro_grain,tiktok,0.1494598384266861,0
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,static_image,trending_challenge,follow_artist,vibrant_colorful,display_banner,1.3486249693260506,0
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,video,mood_based,listen_now,vibrant_colorful,instagram_story,2.208801909227785,4
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,video,lyric_snippet,try_free,vibrant_colorful,youtube_preroll,1.7546447335099786,3
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,story_ad,lyric_snippet,add_to_playlist,vibrant_colorful,display_banner,0.9897297679464554,0
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,story_ad,trending_challenge,follow_artist,dark_moody,display_banner,1.3987796659677816,1
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,story_ad,mood_based,follow_artist,dark_moody,instagram_story,1.4402968862335084,2
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,story_ad,trending_challenge,try_free,minimal_clean,instagram_story,1.8518218152114008,4
Pedro Capó,latin,82.16666666666667,6,0.8235,0.7443333333333334,0.7303333333333333,story_ad,mood_based,listen_now,dark_moody,youtube_preroll,1.4391256294959704,2
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,carousel,mood_based,try_free,minimal_clean,display_banner,0.9238994474793717,0
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,story_ad,mood_based,add_to_playlist,vibrant_colorful,instagram_story,1.399160355493954,3
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,static_image,mood_based,follow_artist,vibrant_colorful,instagram_feed,1.1662838883412239,1
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,video,artist_story,follow_artist,minimal_clean,instagram_feed,1.1800825013021652,2
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,video,mood_based,try_free,vibrant_colorful,instagram_feed,2.1657872096070028,4
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,video,artist_story,listen_now,retro_grain,youtube_preroll,2.3318711767020943,4
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,static_image,genre_tag,listen_now,vibrant_colorful,instagram_feed,1.1974924192386605,2
Travis Scott,rap,82.1470588235294,17,0.6680882352941176,0.5696176470588236,0.2054676470588235,carousel,artist_story,add_to_playlist,vibrant_colorful,instagram_feed,0.7804857262255899,0
Omar Montes,latin,82.0,2,0.673,0.752,0.699,static_image,genre_tag,listen_now,retro_grain,instagram_feed,1.2061891521964634,0
Omar Montes,latin,82.0,2,0.673,0.752,0.699,carousel,lyric_snippet,listen_now,retro_grain,instagram_feed,0.6020061920134849,0
Omar Montes,latin,82.0,2,0.673,0.752,0.699,video,mood_based,follow_artist,vibrant_colorful,display_banner,1.289513836647523,2
Omar Montes,latin,82.0,2,0.673,0.752,0.699,video,lyric_snippet,try_free,dark_moody,tiktok,1.720372741960434,4
Omar Montes,latin,82.0,2,0.673,0.752,0.699,story_ad,lyric_snippet,follow_artist,vibrant_colorful,instagram_story,1.6253100592603098,4
Omar Montes,latin,82.0,2,0.673,0.752,0.699,story_ad,artist_story,listen_now,retro_grain,instagram_story,1.4702229663884003,3
Omar Montes,latin,82.0,2,0.673,0.752,0.699,story_ad,mood_based,add_to_playlist,minimal_clean,youtube_preroll,1.4551302793703176,2
Omar Montes,latin,82.0,2,0.673,0.752,0.699,video,genre_tag,try_free,minimal_clean,instagram_story,1.2883101798069017,1
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,story_ad,mood_based,add_to_playlist,minimal_clean,tiktok,0.22513234074178068,0
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,static_image,genre_tag,listen_now,dark_moody,instagram_feed,1.163255110528492,3
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,story_ad,mood_based,follow_artist,dark_moody,youtube_preroll,1.4929647392310261,4
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,carousel,trending_challenge,listen_now,dark_moody,instagram_feed,1.125419510644881,2
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,carousel,mood_based,listen_now,minimal_clean,display_banner,1.6043797490213274,4
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,story_ad,genre_tag,add_to_playlist,minimal_clean,display_banner,0.5678207924518406,0
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,story_ad,lyric_snippet,try_free,vibrant_colorful,display_banner,0.6880611872341615,2
Lizzo,pop,81.85714285714286,6,0.6787142857142857,0.8614285714285714,0.4848571428571429,story_ad,trending_challenge,listen_now,dark_moody,youtube_preroll,0.6418528130403658,1
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,carousel,genre_tag,follow_artist,minimal_clean,youtube_preroll,1.1147169017808989,2
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,video,trending_challenge,add_to_playlist,retro_grain,instagram_feed,1.3086652931316038,3
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,static_image,artist_story,listen_now,minimal_clean,instagram_story,0.7720678393588645,0
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,story_ad,artist_story,follow_artist,minimal_clean,display_banner,0.8282815017370979,1
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,story_ad,artist_story,listen_now,dark_moody,display_banner,1.5874349927899063,4
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,carousel,trending_challenge,add_to_playlist,vibrant_colorful,display_banner,0.7118855918205328,0
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,story_ad,genre_tag,follow_artist,dark_moody,display_banner,1.4941798763101701,4
Camilo,latin,81.0,7,0.7224444444444444,0.6917777777777778,0.8145555555555555,story_ad,lyric_snippet,try_free,vibrant_colorful,instagram_feed,1.0563292463449008,2
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,video,mood_based,follow_artist,minimal_clean,instagram_story,1.7355657376018432,4
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,story_ad,artist_story,follow_artist,retro_grain,youtube_preroll,1.8488444616411914,4
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,static_image,lyric_snippet,try_free,retro_grain,display_banner,1.4556818815706298,3
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,static_image,mood_based,add_to_playlist,vibrant_colorful,display_banner,1.154272973806231,2
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,static_image,trending_challenge,add_to_playlist,dark_moody,instagram_feed,1.012618851768487,2
Regard,edm,80.58333333333333,8,0.8256666666666667,0.7864166666666667,0.741,static_image,lyric_snippet,listen_now,minimal_clean,youtube_preroll,0.783543608460984,0
